timestamp_s,sensor_value
0.276,0.5405149625377889
0.2765,0.6695027369047332
0.277,0.5013889825273994
0.2775,0.4763575237180555
0.278,0.42972666962662887
0.2785,0.3904221275189332
0.279,0.34974275714642683
0.2795,0.34561037043051884
0.28,0.3699167234071234
0.2805,0.3560078408663938
0.281,0.28372057361354636
0.2815,0.16619556778570488
0.282,0.23617163598375912
0.2825,0.16502713434839994
0.283,0.03784163103227055
0.2835,-0.056180790085315103
0.284,-0.01702757511658648
0.2845,-0.0934913275201229
0.285,-0.2632599453782748
0.2855,-0.19743475950754133
0.286,-0.20828176035695675
0.2865,-0.3305991461765582
0.287,-0.2786971848025236
0.2875,-0.43612895244919764
0.288,-0.2546721826146852
0.2885,-0.29628896863836385
0.289,-0.44944582908886266
0.2895,-0.44412897360952713
0.29,-0.7023247514690999
0.2905,-0.6548675170761817
0.291,-0.6391443367797187
0.2915,-0.7491247416448544
0.292,-0.660087128055352
0.2925,-0.6045836306079356
0.293,-0.8828065861565627
0.2935,-0.8809961831196044
0.294,-0.8095979692711184
0.2945,-0.6994627330449367
0.295,-0.8948569512352673
0.2955,-0.7422634717247221
0.296,-0.5639072361433947
0.2965,-0.7551008848619726
0.297,-0.6361286819728841
0.2975,-0.46678390166257816
0.298,-0.36066031814240984
0.2985,-0.13856396870709137
0.299,-0.059969881494769325
0.2995,-0.09367671534952783
0.3,0.19751399864457692
0.3005,0.22069558896948188
0.301,0.45812606335113243
0.3015,0.3941589186017339
0.302,0.4603379699553082
0.3025,0.6020327570076195
0.303,0.6553182509669183
0.3035,0.6534132254448758
0.304,0.4997266595428394
0.3045,0.6698656045385982
0.305,0.5412792534266637
0.3055,0.6253299105928566
0.306,0.4820935892490696
0.3065,0.6087212547736836
0.307,0.4970011900555419
0.3075,0.44705344421081616
0.308,0.589441560033969
0.3085,0.5453934304929842
0.309,0.47419440812373137
0.3095,0.6281149697962385
0.31,0.4785804386009995
0.3105,0.5086304360551128
0.311,0.5173411241708494
0.3115,0.43507985510600916
0.312,0.4986573080578593
0.3125,0.3949106421020886
0.313,0.37045691068068065
0.3135,0.46576192427010354
0.314,0.23454714207724148
0.3145,0.07712941412772181
0.315,0.3294931138463991
0.3155,0.343113935417135
0.316,0.05777114847290584
0.3165,-0.11740628747294313
0.317,-0.048006818401254696
0.3175,-0.09781461437393123
0.318,-0.13781374111242325
0.3185,-0.2514786298416754
0.319,-0.16033189244914978
0.3195,-0.19962593610845156
0.32,-0.3869630372471611
0.3205,-0.25019085594829993
0.321,-0.1780291555139368
0.3215,-0.35535452123519046
0.322,-0.4302623662609177
0.3225,-0.4546564504861306
0.323,-0.43978029857066786
0.3235,-0.6663267899792891
0.324,-0.5704533363211011
0.3245,-0.6635843277932801
0.325,-0.5417930794980476
0.3255,-0.743310599324858
0.326,-0.6426140305654161
0.3265,-0.8867132904558628
0.327,-0.7770845787517031
0.3275,-0.803485806941437
0.328,-0.884319275753777
0.3285,-0.7763333809987883
0.329,-0.6511157523877419
0.3295,-0.705163208213334
0.33,-0.729591168402532
0.3305,-0.5060120273480953
0.331,-0.46653530999307485
0.3315,-0.30751502634776756
0.332,-0.16637760795452183
0.3325,-0.16858628061788766
0.333,-0.04217734404250869
0.3335,0.23168813586747647
0.334,0.258050365161037
0.3345,0.1926079494053735
0.335,0.5262961532831024
0.3355,0.5487145050738893
0.336,0.5193808336981995
0.3365,0.5045816033337752
0.337,0.6874670321144561
0.3375,0.6563788467842272
0.338,0.8090497818148036
0.3385,0.6485348320018072
0.339,0.6315773686613233
0.3395,0.5725536384452334
0.34,0.631415879462035
0.3405,0.6016777108063504
0.341,0.6371500209432469
0.3415,0.4915392145219141
0.342,0.49109788797186454
0.3425,0.4826694049169829
0.343,0.5757400045478633
0.3435,0.6250740807983514
0.344,0.46793382828489793
0.3445,0.4596822150326575
0.345,0.5003243883022455
0.3455,0.4352118269393631
0.346,0.49796890160648893
0.3465,0.21626124588239373
0.347,0.28263617662805646
0.3475,0.2371903004003729
0.348,0.06565821660483699
0.3485,0.11269696710921782
0.349,0.05778325171238935
0.3495,0.0539044388249768
0.35,0.09760692306244009
0.3505,-0.06061098616266897
0.351,-0.17108255331130623
0.3515,-0.14225967509335904
0.352,-0.0988289471121016
0.3525,-0.2913670524207967
0.353,-0.32042025864708906
0.3535,-0.239784808237605
0.354,-0.3308322594061264
0.3545,-0.2961404320229148
0.355,-0.3807184210250726
0.3555,-0.3627988676263508
0.356,-0.5364959387556714
0.3565,-0.5024217053170578
0.357,-0.5653076850030354
0.3575,-0.6922691920066301
0.358,-0.7694061653498643
0.3585,-0.6458945060156842
0.359,-0.7701139281340321
0.3595,-0.8593716809876871
0.36,-0.8163766451571064
0.3605,-0.7380358104692138
0.361,-1.0
0.3615,-0.9239134227954952
0.362,-0.8461878887515031
0.3625,-0.6116090309117073
0.363,-0.6325858457070507
0.3635,-0.5099204404322819
0.364,-0.5567043131831797
0.3645,-0.44467288506964253
0.365,-0.20651652127752224
0.3655,-0.11461308616319103
0.366,0.044561700968674844
0.3665,0.1056549995779949
0.367,0.2513309292206629
0.3675,0.3414872555030127
0.368,0.4753568716514831
0.3685,0.5493798626977251
0.369,0.4197681301112873
0.3695,0.41279915505675324
0.37,0.6885183256706554
0.3705,0.716484279732599
0.371,0.5499848743334068
0.3715,0.4798814025342574
0.372,0.6182293851196318
0.3725,0.6666150057712215
0.373,0.7163555692778335
0.3735,0.6019685860539826
0.374,0.5196175446740068
0.3745,0.4680393786980709
0.375,0.5286299253401644
0.3755,0.49853893363770574
0.376,0.43900034402051064
0.3765,0.6695420391770682
0.377,0.6438742402284845
0.3775,0.585929234539593
0.378,0.4158400754544176
0.3785,0.5340391976623783
0.379,0.4931399220018044
0.3795,0.4466800926774696
0.38,0.47020962338260813
0.3805,0.37825618241264464
0.381,0.33580503439783105
0.3815,0.27310731232696883
0.382,0.19284112645615903
0.3825,-0.02867203086960109
0.383,0.05635609849780317
0.3835,-0.04873625066009011
0.384,-0.15698316435241114
0.3845,0.02136813084703203
0.385,-0.019218655555182478
0.3855,-0.08739408325713757
0.386,-0.20803336787038068
0.3865,-0.15719886074646014
0.387,-0.2912973296814279
0.3875,-0.3079029038305175
0.388,-0.4396191915919419
0.3885,-0.3600664705423298
0.389,-0.4238362675473135
0.3895,-0.5700316900016054
0.39,-0.5194909085554219
0.3905,-0.5700857837191892
0.391,-0.47633582624185716
0.3915,-0.5956484561322967
0.392,-0.710981421681878
0.3925,-0.735394416713742
0.393,-0.7857973910978897
0.3935,-0.828767142057333
0.394,-0.906927936314482
0.3945,-0.8308133033544951
0.395,-0.8546601986540844
0.3955,-0.853638732145351
0.396,-0.6609930835541913
0.3965,-0.5954624833952856
0.397,-0.6722556721273227
0.3975,-0.44155636161207795
0.398,-0.2428049527801828
0.3985,-0.11862083563570092
0.399,0.0005655574036790163
0.3995,0.045167324828883706
0.4,0.09241479724281632
0.4005,0.18050056531742442
0.401,0.3849183220596331
0.4015,0.4689374888352568
0.402,0.6050140861824941
0.4025,0.6417421969863849
0.403,0.5833249712241716
0.4035,0.5201447305786269
0.404,0.6008321645796937
0.4045,0.6415890442299765
0.405,0.601393771513897
0.4055,0.5593530472286855
0.406,0.6070297107701801
0.4065,0.5323533396995833
0.407,0.5072217434473947
0.4075,0.5658310388354837
0.408,0.5005205462847235
0.4085,0.5422084953611047
0.409,0.5388289684317048
0.4095,0.4261505262755252
0.41,0.47208428780452344
0.4105,0.6130049032146258
0.411,0.40429894684111733
0.4115,0.31704203031512695
0.412,0.31664196111963017
0.4125,0.435010998712281
0.413,0.40156739279282033
0.4135,0.3497414457917729
0.414,0.4051521735539426
0.4145,0.05531717730948047
0.415,0.23487276748680058
0.4155,0.26632153324237146
0.416,0.0017519491986687228
0.4165,0.0017447887023291427
0.417,-0.08170504573366076
0.4175,-0.14381688070426496
0.418,-0.14727823200324008
0.4185,-0.0553756239991134
0.419,-0.062265518574480726
0.4195,-0.26364393269382225
0.42,-0.12415651220817141
0.4205,-0.2985703329590875
0.421,-0.19817929154599118
0.4215,-0.3726228688412443
0.422,-0.3909701028573533
0.4225,-0.4120104876707427
0.423,-0.23912682818076897
0.4235,-0.4638357023193845
0.424,-0.632241910601317
0.4245,-0.5538686291373439
0.425,-0.7051945467402001
0.4255,-0.761065835468767
0.426,-0.6939747664772263
0.4265,-0.7925457560813637
0.427,-0.7933367386148485
0.4275,-0.819378935458998
0.428,-0.7844198233239283
0.4285,-0.7500743289953786
0.429,-0.8856309327786619
0.4295,-0.622878141551371
0.43,-0.6695101967085545
0.4305,-0.6104248868592542
0.431,-0.39802175471154105
0.4315,-0.27210423660114225
0.432,-0.2117026061464895
0.4325,0.02627110748761909
0.433,-0.02197230015492644
0.4335,0.16166384804349407
0.434,0.2503725170960941
0.4345,0.3817979161466811
0.435,0.4828711079144176
0.4355,0.44528218467472774
0.436,0.6238256681104397
0.4365,0.6041961485569598
0.437,0.4719877541144871
0.4375,0.47297535505804833
0.438,0.6189708223263573
0.4385,0.5929568720955278
0.439,0.5876128103644355
0.4395,0.5770236203215602
0.44,0.5800535984487931
0.4405,0.6204867423866615
0.441,0.4502082591416505
0.4415,0.4359163289667744
0.442,0.43496036780141406
0.4425,0.5358599682858595
0.443,0.6048840503432402
0.4435,0.4715030641487573
0.444,0.30573631421454966
0.4445,0.3561121559879984
0.445,0.40703072978925975
0.4455,0.4061596236761655
0.446,0.388849570872248
0.4465,0.3873862806838756
0.447,0.31813948363687994
0.4475,0.37418174594514236
0.448,0.1888938858636872
0.4485,0.11830848461700735
0.449,0.16317261261580873
0.4495,-0.04917500206617997
0.45,0.04206438066339724
0.4505,-0.03341154251958488
0.451,-0.10220201010797705
0.4515,-0.01441334208608745
0.452,-0.22470376698771663
0.4525,-0.055903295428320156
0.453,-0.26474674880276733
0.4535,-0.3769235909228478
0.454,-0.30451344379221396
0.4545,-0.4238753140102225
0.455,-0.43244908226094825
0.4555,-0.38080756023401197
0.456,-0.40867515253922626
0.4565,-0.5427021672334786
0.457,-0.4663343525058263
0.4575,-0.502520415713171
0.458,-0.5309460821384315
0.4585,-0.6486874473265122
0.459,-0.628873063064868
0.4595,-0.9148117552101966
0.46,-0.8225820319438497
0.4605,-0.8799165830801516
0.461,-0.8049189430910353
0.4615,-0.8420452844134959
0.462,-0.7776386156699254
0.4625,-0.5694509339845473
0.463,-0.6582727370762828
0.4635,-0.529166522378227
0.464,-0.480589580643817
0.4645,-0.3480293621404389
0.465,-0.23697958268462876
0.4655,-0.08299512994326054
0.466,0.09184631853801309
0.4665,0.24468873001902636
0.467,0.25054635083093535
0.4675,0.36993545935741895
0.468,0.321640358949739
0.4685,0.47385170600896337
0.469,0.6082470113230544
0.4695,0.6430467249141505
0.47,0.6191273334900793
0.4705,0.6843257761652832
0.471,0.6567029225100338
0.4715,0.705366776640526
0.472,0.6238634633027177
0.4725,0.5592301932880724
0.473,0.5957519441497613
0.4735,0.32939943612823047
0.474,0.5692972140957351
0.4745,0.24880827253830406
0.475,0.3877158990726764
0.4755,0.5482505517393138
0.476,0.5455969648095599
0.4765,0.4156021430091729
0.477,0.44471321923969087
0.4775,0.5962694219376581
0.478,0.44185242904749245
0.4785,0.6332071743339915
0.479,0.4370920486023531
0.4795,0.4376299764354925
0.48,0.49253215516608806
0.4805,0.3344554369960804
0.481,0.19788394553320454
0.4815,0.2123694497250482
0.482,0.16138971266830676
0.4825,0.001769193818997413
0.483,0.029596070521962364
0.4835,-0.06283109214072063
0.484,0.01300009662806943
0.4845,-0.10308531266517294
0.485,-0.17089169392938997
0.4855,-0.1965217494144896
0.486,-0.20668611818493315
0.4865,-0.2090822009615021
0.487,-0.36395064789668996
0.4875,-0.39785171680443937
0.488,-0.26511959908056965
0.4885,-0.41550576227933556
0.489,-0.5298135362885343
0.4895,-0.42816674661012444
0.49,-0.4712631745504114
0.4905,-0.6716776851635133
0.491,-0.5860171801337373
0.4915,-0.5963968426933932
0.492,-0.6708932041986084
0.4925,-0.6929800190044755
0.493,-0.8831489166910028
0.4935,-0.7736924364235258
0.494,-0.8327739497789562
0.4945,-0.8419006084161018
0.495,-0.7167257117627418
0.4955,-0.6310414589469414
0.496,-0.5502441402040383
0.4965,-0.5135582587189509
0.497,-0.534157487821004
0.4975,-0.3973668290112386
0.498,-0.2545920243783805
0.4985,-0.18688416112287382
0.499,-0.06657519849214423
0.4995,0.10464301236605031
0.5,0.14988399881700792
0.5005,0.202970362106053
0.501,0.32029488585060295
0.5015,0.48051923277554465
0.502,0.49738682207049995
